Actual (kWh),Predicted (kWh),Error (kWh)
115.8,104.3948,11.405201721191403
113.8,104.47561,9.324391174316403
112.3,103.0953,9.204701232910153
111.0,102.85638,8.143623352050781
111.5,102.97836,8.521636962890625
112.2,104.23099,7.969012451171878
113.4,105.117386,8.282614135742193
114.0,107.2921,6.7079010009765625
114.0,108.792915,5.207084655761719
114.0,111.0814,2.9186019897460938
113.1,114.07947,-0.9794677734375057
114.0,115.65608,-1.6560821533203125
117.2,116.96897,0.2310287475585966
129.0,121.65671,7.343292236328125
132.1,134.56258,-2.462576293945318
135.9,132.57481,3.325186157226568
139.5,130.6697,8.830307006835938
139.8,127.87337,11.926632690429699
136.5,127.571205,8.928794860839844
134.0,128.28784,5.712158203125
134.2,128.62602,5.573977661132801
134.0,128.48456,5.51544189453125
131.0,127.62682,3.3731765747070312
129.4,126.48508,2.9149230957031307
140.3,126.68617,13.613827514648449
143.9,131.04192,12.858084106445318
143.0,136.25334,6.7466583251953125
141.5,137.55376,3.9462432861328125
142.4,137.7505,4.649496459960943
133.1,135.81491,-2.7149108886718807
135.2,131.60182,3.598178100585926
129.9,130.21478,-0.3147827148437443
132.1,124.08594,8.014062499999994
137.6,123.90594,13.694062805175776
138.6,126.571556,12.0284439086914
135.0,128.42493,6.5750732421875
124.9,127.313576,-2.4135757446289006
115.6,123.029335,-7.429335021972662
117.8,119.68318,-1.8831817626953153
120.6,120.410225,0.18977508544921307
119.9,121.862144,-1.962144470214838
121.6,121.04867,0.5513320922851506
122.6,121.93446,0.6655364990234318
122.2,122.16998,0.030017089843752842
125.4,121.65342,3.7465805053710994
125.8,122.23172,3.568280029296872
123.0,122.16671,0.8332901000976562
121.0,120.64389,0.356109619140625
119.5,118.68709,0.8129119873046875
117.0,116.86289,0.13710784912109375
115.2,115.25253,-0.05253295898437216
114.0,112.809296,1.190704345703125
112.1,111.791176,0.30882415771483807
114.1,111.12753,2.9724670410156193
116.4,112.013405,4.386595153808599
115.7,113.55856,2.141436767578128
114.0,113.41371,0.5862884521484375
113.8,112.392136,1.4078643798828097
112.0,111.6635,0.3365020751953125
114.6,111.77617,2.823831176757807
121.4,114.77659,6.623411560058599
137.4,123.910706,13.489294433593756
138.2,137.4126,0.7874023437499886
140.3,136.43542,3.8645751953125114
136.6,134.55405,2.0459533691406193
136.2,130.6626,5.537402343749989
138.6,128.66951,9.930490112304682
138.3,130.01733,8.282666015625011
239.5,130.59789,108.90211486816406
157.8,179.35316,-21.55316467285155
141.3,152.54037,-11.240374755859364
122.8,137.34726,-14.547259521484378
138.7,129.27396,9.426043701171864
241.9,133.29596,108.60404052734376
191.2,185.68306,5.516940307617176
158.7,176.94711,-18.247113037109386
130.0,158.67097,-28.670974731445312
177.8,142.62088,35.179119873046886
128.4,122.858955,5.541044616699224
120.6,129.11766,-8.517660522460943
119.9,123.08293,-3.182931518554682
123.2,124.61861,-1.4186065673828097
123.3,127.91253,-4.612528991699222
134.8,129.86076,4.939236450195324
122.2,132.7848,-10.58480529785156
121.4,128.01811,-6.618112182617182
123.8,123.10092,0.6990783691406222
125.2,123.57321,1.6267883300781278
124.0,124.30254,-0.30254364013671875
124.8,124.08252,0.7174804687499972
124.2,123.68551,0.5144912719726591
121.6,122.49084,-0.8908370971679744
120.0,120.4972,-0.49720001220703125
119.8,119.298065,0.5019348144531222
121.1,117.570045,3.529954528808588
123.0,117.525696,5.47430419921875
124.2,117.61996,6.580043029785159
123.3,118.09609,5.203907775878903
122.8,116.598274,6.201725769042966
122.4,117.14352,5.256483459472662
120.7,117.40202,3.2979766845703153
118.7,116.8991,1.800898742675784
117.2,115.82407,1.3759262084960966
117.0,115.51178,1.48822021484375
116.0,116.69042,-0.6904220581054688
111.3,115.73337,-4.433367919921878
110.9,113.154625,-2.254624938964838
111.4,112.23681,-0.8368087768554631
112.5,113.79684,-1.2968368530273438
116.7,115.775154,0.9248458862304716
115.9,134.89194,-18.99193725585937
120.7,134.60837,-13.908367919921872
126.0,134.36848,-8.368484497070312
125.8,133.76164,-7.96164245605469
123.3,132.47597,-9.175967407226565
122.6,130.31493,-7.714926147460943
119.2,129.46817,-10.268170166015622
118.7,129.17262,-10.47262268066406
119.1,128.86058,-9.760580444335943
116.7,126.52832,-9.828320312499997
125.0,122.97998,2.02001953125
141.1,125.365326,15.73467407226562
131.7,132.06926,-0.36925964355469887
127.8,131.54552,-3.7455169677734403
130.4,131.15398,-0.7539764404296818
135.1,131.14998,3.950021362304682
131.5,132.71439,-1.214385986328125
117.8,132.87108,-15.07107849121094
118.5,123.62028,-5.120277404785156
116.1,123.17979,-7.079786682128912
119.1,121.31714,-2.2171386718750057
116.4,124.86135,-8.461351013183588
112.9,123.89661,-10.996606445312494
113.3,120.40523,-7.105227661132815
116.3,117.60856,-1.308558654785159
117.7,118.37057,-0.6705673217773409
117.5,120.36947,-2.8694686889648438
114.7,119.68278,-4.982777404785153
112.0,117.840355,-5.840354919433594
111.0,115.98946,-4.989463806152344
111.0,115.14783,-4.1478271484375
111.0,114.344475,-3.3444747924804688
113.1,114.87869,-1.7786926269531307
114.3,115.397934,-1.0979339599609403
114.0,116.19813,-2.1981277465820312
109.8,115.51693,-5.716929626464847
108.3,112.429504,-4.129504394531253
108.2,110.802666,-2.602665710449216
108.5,110.497505,-1.9975051879882812
108.0,110.26106,-2.2610626220703125
108.0,108.864655,-0.864654541015625
107.3,107.96947,-0.6694671630859403
107.2,108.24323,-1.0432327270507784
107.1,108.63154,-1.531538391113287
108.8,109.43544,-0.6354400634765653
111.0,114.04899,-3.0489883422851562
110.4,117.99556,-7.595559692382807
114.4,121.209854,-6.809854125976557
115.5,137.83907,-22.339065551757812
117.0,138.23761,-21.23760986328125
119.0,137.14609,-18.146087646484375
122.9,136.96042,-14.06041870117187
133.0,134.67023,-1.67022705078125
219.2,134.70903,84.4909698486328
186.3,170.77849,15.521511840820324
182.7,170.97327,11.726733398437489
168.2,166.04436,2.155642700195301
129.9,151.65517,-21.755166625976557
129.6,131.3863,-1.7863067626953182
144.0,124.115974,19.88402557373047
144.0,144.10121,-0.1012115478515625
144.0,154.26727,-10.26727294921875
143.5,155.91338,-12.413375854492188
140.0,153.01201,-13.012008666992188
130.6,149.06116,-18.461157226562506
114.8,135.33444,-20.534442138671878
117.5,120.98392,-3.483917236328125
117.8,119.12218,-1.3221771240234403
120.0,120.47708,-0.477081298828125
118.6,124.06602,-5.466017150878912
113.6,123.49101,-9.891012573242193
113.6,120.48234,-6.882337951660162
113.3,118.15945,-4.859446716308597
116.0,116.72428,-0.7242813110351562
116.6,118.19959,-1.599592590332037
115.7,118.65664,-2.956639099121091
115.8,118.09033,-2.290332031250003
114.0,117.92246,-3.9224624633789062
114.8,116.95649,-2.156489562988284
114.2,116.41887,-2.2188690185546847
111.9,115.406944,-3.506944274902338
109.3,114.50222,-5.202220153808597
106.3,111.538826,-5.238825988769534
103.1,109.14849,-6.048490905761724
100.3,106.467735,-6.167735290527347
98.5,103.92649,-5.426490783691406
94.9,102.305466,-7.405465698242182
93.0,100.208374,-7.2083740234375
90.2,98.28764,-8.087643432617185
88.6,94.51575,-5.915747070312506
87.1,92.491234,-5.391233825683599
89.1,93.09762,-3.9976181030273494
91.8,94.638535,-2.8385345458984403
94.5,98.04745,-3.5474472045898438
97.1,100.5733,-3.4733032226562557
108.0,105.94628,2.0537185668945312
108.2,122.219765,-14.019764709472653
106.1,115.374756,-9.274755859375006
107.2,112.150696,-4.950695800781247
105.3,113.87403,-8.574031066894534
108.1,116.65512,-8.55512084960938
110.4,118.14166,-7.741662597656244
112.3,121.749855,-9.449855041503909
114.0,123.59903,-9.599029541015625
110.7,125.43152,-14.731518554687497
113.5,125.26592,-11.765922546386719
127.6,125.34756,2.2524429321289006
144.0,129.16519,14.834808349609375
144.0,135.63634,8.363662719726562
144.1,137.98941,6.110589599609369
144.0,136.97052,7.02947998046875
130.2,136.34987,-6.149868774414074
112.9,131.07315,-18.17315063476562
101.1,121.54087,-20.440870666503912
95.7,109.80814,-14.108143615722653
97.6,101.284996,-3.6849960327148494
99.9,102.52164,-2.6216369628906193
104.9,105.87476,-0.9747634887695256
102.6,109.31736,-6.717359924316412
99.6,107.352776,-7.752775573730474
102.0,104.390816,-2.3908157348632812
101.9,108.463486,-6.563485717773432
99.1,108.23926,-9.139257812500006
100.3,106.19563,-5.895632934570315
101.9,106.30934,-4.409341430664057
101.9,106.84612,-4.946122741699213
102.0,105.09436,-3.0943603515625
102.0,105.85847,-3.8584671020507812
101.7,105.651,-3.951000976562497
102.0,105.15571,-3.1557083129882812
101.7,104.851685,-3.151684570312497
99.8,105.1366,-5.336596679687503
101.9,103.204575,-1.3045745849609318
100.0,104.33061,-4.3306121826171875
98.1,104.70827,-6.608267211914068
96.0,103.27576,-7.2757568359375
96.1,103.06514,-6.965139770507818
96.0,102.86878,-6.868782043457031
96.0,102.83895,-6.838951110839844
96.1,102.88673,-6.786726379394537
98.8,102.46752,-3.6675216674804716
99.0,104.243164,-5.2431640625
101.6,105.999214,-4.399214172363287
111.8,108.278,3.5220001220703097
110.0,121.03188,-11.031883239746094
110.5,114.54776,-4.047760009765625
115.4,114.81002,0.5899795532226619
116.8,117.15126,-0.35126037597656534
117.2,118.31539,-1.115391540527341
118.0,121.0907,-3.0906982421875
119.9,121.812,-1.9119964599609318
118.8,123.07525,-4.275248718261722
117.6,124.42124,-6.821241760253912
119.5,123.37776,-3.8777618408203125
120.5,124.01346,-3.513458251953125
122.5,123.22398,-0.7239837646484375
117.0,122.982925,-5.9829254150390625
108.5,119.088104,-10.588104248046875
105.6,113.20148,-7.601477050781256
108.6,110.687004,-2.0870040893554744
108.9,112.772064,-3.8720642089843693
108.0,114.43254,-6.4325408935546875
107.8,115.641235,-7.841235351562503
109.6,115.42835,-5.828352355957037
110.9,117.22019,-6.320191955566401
111.9,118.9458,-7.045800781249994
114.9,121.02291,-6.122911071777338
113.2,121.888565,-8.68856506347656
112.4,118.26967,-5.869668579101557
116.2,116.673615,-0.47361450195312216
114.0,117.954445,-3.9544448852539062
111.3,116.20918,-4.909182739257815
111.0,114.066734,-3.0667343139648438
109.3,112.938,-3.6380035400390653
107.5,111.0986,-3.598602294921875
105.0,109.71427,-4.714271545410156
106.1,108.75808,-2.6580795288085994
102.3,107.497406,-5.197406005859378
99.9,105.251366,-5.351365661621088
96.2,103.28018,-7.080181884765622
94.9,100.16154,-5.261537170410151
93.2,98.742455,-5.542454528808591
93.0,97.93933,-4.9393310546875
96.0,97.843925,-1.8439254760742188
96.0,98.2355,-2.2354965209960938
94.0,98.823105,-4.8231048583984375
93.0,97.51159,-4.511589050292969
93.7,96.938705,-3.2387054443359347
94.4,98.20221,-3.8022094726562443
95.4,99.94192,-4.541917419433588
96.4,99.62657,-3.226571655273432
97.8,101.375534,-3.5755340576171903
100.7,103.19513,-2.495129394531247
102.5,104.67192,-2.1719207763671875
104.9,105.60499,-0.7049880981445256
109.6,107.547585,2.052415466308588
114.0,110.50711,3.492889404296875
115.3,112.56978,2.7302215576171847
113.0,113.3971,-0.39710235595703125
111.3,113.20772,-1.9077178955078153
114.6,111.083244,3.5167556762695256
116.4,112.02395,4.376051330566412
117.4,113.79483,3.6051696777343807
119.6,115.181,4.419000244140619
116.8,115.18999,1.6100128173828097
116.7,114.1749,2.525103759765628
111.0,113.60686,-2.6068572998046875
106.2,111.33144,-5.131443786621091
108.3,107.437035,0.8629653930664034
109.8,106.999344,2.8006561279296847
109.9,109.04786,0.8521408081054744
109.2,109.496864,-0.2968643188476534
109.1,108.52647,0.5735336303710881
111.3,109.52373,1.7762725830078097
112.3,112.3824,-0.08240051269531534
111.0,114.599335,-3.599334716796875
105.1,115.25488,-10.154882812500006
99.2,111.96817,-12.768170166015622
98.0,106.78825,-8.788253784179688
98.2,105.638695,-7.438694763183591
97.5,105.49561,-7.995613098144531
97.3,104.02851,-6.728511047363284
96.1,103.06485,-6.964849853515631
96.0,101.60023,-5.600227355957031
94.0,100.66573,-6.665733337402344
93.0,98.491745,-5.4917449951171875
92.2,97.69573,-5.495732116699216
90.0,97.56933,-7.569328308105469
90.0,96.38252,-6.3825225830078125
90.0,96.244995,-6.2449951171875
90.0,96.934616,-6.9346160888671875
89.7,96.9155,-7.215496826171872
89.3,97.18909,-7.889086914062503
90.0,97.427,-7.427001953125
90.0,97.27137,-7.271369934082031
90.0,97.436356,-7.4363555908203125
90.0,97.576065,-7.5760650634765625
90.0,98.52832,-8.5283203125
95.0,99.24549,-4.245491027832031
105.7,103.842186,1.857814025878909
102.4,113.451256,-11.051255798339838
105.4,106.65869,-1.2586914062499943
108.1,109.47697,-1.376966857910162
108.0,111.7079,-3.7079010009765625
109.9,109.62449,0.27551116943359943
103.4,109.344406,-5.944406127929682
103.1,106.48655,-3.386549377441412
107.8,105.07446,2.725537109374997
109.7,109.34009,0.35991210937500284
111.8,110.48024,1.3197601318359347
129.0,112.33805,16.661949157714844
144.0,129.13872,14.861282348632812
138.8,139.84229,-1.0422851562499886
118.4,137.35318,-18.95317993164062
117.2,130.15282,-12.952816772460935
122.3,128.30064,-6.00064392089844
116.7,128.7283,-12.028302001953122
109.3,124.49633,-15.196330261230472
110.3,118.28037,-7.980372619628909
114.1,115.415825,-1.3158248901367244
112.4,115.40836,-3.0083633422851506
110.8,115.09824,-4.298243713378909
108.8,114.47196,-5.671961975097659
106.0,113.267685,-7.2676849365234375
108.0,112.285706,-4.28570556640625
107.8,113.30483,-5.504832458496097
107.1,111.911804,-4.811804199218756
106.4,111.32101,-4.921006774902338
108.0,109.30627,-1.3062667846679688
109.6,109.705215,-0.10521545410156818
106.8,110.33365,-3.533648681640628
103.0,108.551926,-5.5519256591796875
101.7,106.02266,-4.32265930175781
102.0,104.44001,-2.4400100708007812
99.8,104.18683,-4.386828613281253
98.2,102.481476,-4.281475830078122
96.8,101.37891,-4.578906250000003
96.0,101.18896,-5.188957214355469
94.8,100.84181,-6.041812133789065
93.0,99.545334,-6.5453338623046875
93.0,97.96663,-4.9666290283203125
92.1,97.94567,-5.845671081542974
90.8,97.13084,-6.330836486816409
91.4,97.03957,-5.639573669433588
93.0,98.017494,-5.017494201660156
96.4,100.23008,-3.8300796508789006
99.9,102.8931,-2.9930969238281193
105.5,106.06786,-0.5678634643554688
101.1,114.43902,-13.339018249511724
99.5,106.65091,-7.150909423828125
102.0,106.05348,-4.0534820556640625
101.0,107.70414,-6.704139709472656
105.8,108.121376,-2.321376037597659
167.6,112.53567,55.0643325805664
116.6,133.08922,-16.489218139648443
120.7,128.65092,-7.950924682617185
114.1,128.06491,-13.96491088867188
106.7,126.95722,-20.25722198486328
124.9,125.3025,-0.40249786376952557
143.9,126.507904,17.39209594726563
134.4,130.56999,3.830007934570318
124.2,130.1516,-5.951596069335935
126.1,127.919846,-1.8198455810546932
123.7,128.46504,-4.76504211425781
121.1,128.0408,-6.940802001953131
110.4,127.508766,-17.1087661743164
110.6,122.28699,-11.686987304687506
108.3,121.936386,-13.63638610839844
104.9,120.366165,-15.466165161132807
104.6,116.48036,-11.880361938476568
106.9,118.09826,-11.198258972167963
110.7,119.426506,-8.726506042480466
111.0,116.98334,-5.98333740234375
110.0,117.68784,-7.687843322753906
107.1,116.498924,-9.3989242553711
109.9,114.62638,-4.726380920410151
111.0,115.58663,-4.586631774902344
109.3,115.634544,-6.334544372558597
105.9,114.09302,-8.193017578124994
104.9,111.63596,-6.735963439941401
103.6,110.326675,-6.726675415039068
102.1,109.087456,-6.987455749511724
99.1,107.415726,-8.315725708007818
95.9,105.12626,-9.22625885009765
95.7,102.60331,-6.903309631347653
96.0,101.80231,-5.80230712890625
96.0,103.01772,-7.017723083496094
95.3,102.62327,-7.323268127441409
95.8,103.11963,-7.319628906250003
96.4,102.81481,-6.414811706542963
96.0,104.28578,-8.285781860351562
93.2,104.139626,-10.939625549316403
94.2,103.94584,-9.745838928222653
95.8,104.31699,-8.516993713378909
97.6,105.64393,-8.043928527832037
104.5,107.33084,-2.830841064453125
101.1,117.38135,-16.281347656250006
103.4,110.64957,-7.249566650390619
105.0,111.38107,-6.381072998046875
109.4,111.50394,-2.1039367675781193
111.0,113.379654,-2.3796539306640625
113.9,115.265305,-1.3653045654296818
115.4,117.81886,-2.418862915039057
117.1,119.50353,-2.4035324096679744
117.4,120.40501,-3.0050064086914006
119.8,120.99866,-1.1986572265625028
130.7,123.28633,7.413668823242176
144.0,130.8448,13.155197143554688
144.0,135.18672,8.813278198242188
138.2,135.62263,2.577365112304676
137.0,133.77486,3.2251434326171875
124.8,132.5864,-7.786395263671878
122.9,129.8376,-6.937600708007807
119.1,126.9631,-7.863096618652349
119.5,121.46445,-1.964447021484375
119.8,121.8483,-2.048297119140628
123.2,122.1652,1.0348007202148466
116.6,126.02865,-9.42864837646485
108.3,127.69374,-19.393740844726565
107.5,123.1193,-15.619300842285156
108.5,120.95022,-12.450218200683594
111.0,121.380775,-10.380775451660156
112.7,123.28236,-10.582356262207028
110.2,123.23086,-13.030857849121091
108.0,121.64242,-13.642417907714844
112.5,119.42794,-6.927940368652344
111.7,118.8384,-7.138401794433591
112.5,114.095146,-1.5951461791992188
114.0,112.78005,1.2199478149414062
114.0,113.96894,0.03105926513671875
113.4,114.4766,-1.0766006469726506
110.7,112.88084,-2.1808364868164034
109.9,112.00173,-2.101731872558588
110.4,111.64707,-1.2470718383789006
109.6,112.33872,-2.738722229003912
110.3,111.9185,-1.6185028076171903
111.3,112.55967,-1.259669494628909
112.7,114.63188,-1.9318817138671847
111.9,116.03581,-4.135812377929682
109.6,116.79626,-7.196257019042974
109.3,115.023865,-5.723864746093753
113.9,116.614006,-2.714006042480463
115.9,119.83007,-3.930070495605463
117.2,123.71301,-6.513012695312497
111.5,131.14195,-19.641952514648438
113.8,127.87695,-14.076953125000003
114.0,127.699234,-13.699234008789062
114.3,126.48285,-12.182849121093753
122.7,125.758064,-3.0580642700195284
212.5,127.85573,84.64427185058594
136.9,152.10504,-15.205041503906244
144.0,135.7281,8.271896362304688
139.6,133.0529,6.547097778320307
113.4,133.33595,-19.935952758789057
128.7,130.0332,-1.3332031250000114
144.0,131.67505,12.324951171875
143.9,134.65248,9.247518920898443
143.8,136.77866,7.021343994140636
143.4,139.657,3.743002319335943
130.1,139.97139,-9.871389770507818
118.6,126.22998,-7.629980468750006
109.7,120.104195,-10.404194641113278
109.2,118.44254,-9.242543029785153
110.2,118.627846,-8.427845764160153
108.0,120.00371,-12.003707885742188
106.2,119.799194,-13.599194335937497
104.4,118.76055,-14.360551452636713
108.0,115.00983,-7.00982666015625
110.4,114.12254,-3.722543334960932
111.1,115.445045,-4.345045471191412
112.0,116.493416,-4.493415832519531
113.8,116.79433,-2.9943267822265653
112.5,117.29896,-4.798957824707031
111.0,115.10787,-4.107872009277344
112.3,113.27078,-0.9707824707031278
108.9,114.32059,-5.420587158203119
103.9,112.51899,-8.618989562988276
99.5,109.4134,-9.913398742675781
99.7,105.94332,-6.243321228027341
97.8,104.388855,-6.588854980468753
96.0,102.05066,-6.0506591796875
96.0,100.58343,-4.583427429199219
96.0,100.28257,-4.282569885253906
96.0,100.27547,-4.2754669189453125
93.3,99.641174,-6.341174316406253
93.0,98.614006,-5.614006042480469
93.3,97.55521,-4.255206298828128
94.8,98.30865,-3.5086471557617216
93.0,98.25762,-5.257621765136719
95.3,97.62895,-2.3289520263671903
101.6,98.74198,2.858018493652338
102.0,103.79166,-1.791656494140625
102.2,114.72472,-12.524716186523435
102.0,118.03172,-16.031723022460938
103.1,118.606026,-15.506025695800787
107.5,118.185646,-10.685646057128906
108.0,117.51059,-9.510589599609375
109.3,118.035194,-8.735194396972659
111.1,119.312454,-8.212454223632818
114.0,121.81384,-7.8138427734375
115.0,123.71335,-8.713348388671875
117.3,125.15802,-7.858020019531253
132.3,126.73788,5.562123107910168
144.0,132.03621,11.963790893554688
144.0,136.1598,7.8401947021484375
144.0,139.14738,4.8526153564453125
145.2,141.9856,3.2144042968749886
143.4,144.91783,-1.5178314208984318
130.3,138.07187,-7.771868896484364
110.1,131.5779,-21.477896118164068
112.2,123.214676,-11.01467590332031
114.0,122.88534,-8.885337829589844
114.0,125.49243,-11.492431640625
114.0,126.23445,-12.234451293945312
115.2,126.17883,-10.978833007812497
119.9,124.98707,-5.087068176269526
118.9,123.90618,-5.006181335449213
114.9,122.4448,-7.544801330566401
113.7,119.95926,-6.259259033203122
111.1,117.923386,-6.823385620117193
110.3,115.9188,-5.618800354003909
107.1,114.71051,-7.610510253906256
106.9,112.22778,-5.327783203124994
105.0,111.05559,-6.0555877685546875
105.1,110.09243,-4.992430114746099
100.7,109.920265,-9.220265197753903
99.0,107.150116,-8.150115966796875
97.1,105.55627,-8.456266784667974
100.5,103.69388,-3.193878173828125
102.0,105.39416,-3.3941574096679688
102.0,107.01868,-5.0186767578125
103.0,107.62215,-4.6221466064453125
102.5,107.53496,-5.0349578857421875
102.0,108.052444,-6.0524444580078125
102.0,107.71019,-5.7101898193359375
100.4,108.37361,-7.973611450195307
102.7,107.90439,-5.204388427734372
105.0,109.49977,-4.4997711181640625
107.1,111.38654,-4.286543273925787
103.7,113.69026,-9.99026184082031
102.2,120.324196,-18.124195861816403
102.2,120.86873,-18.66872863769531
105.8,120.69723,-14.897227478027347
103.7,121.56581,-17.86581115722656
105.6,120.48668,-14.886679077148443
106.5,120.07105,-13.571052551269531
103.0,120.87475,-17.87474822998047
105.0,121.49061,-16.49060821533203
107.0,122.03819,-15.038192749023438
109.4,122.94372,-13.543717956542963
111.8,124.149254,-12.349253845214847
117.4,124.95868,-7.558679199218744
122.5,127.189026,-4.68902587890625
117.2,130.5687,-13.368695068359372
117.0,130.67265,-13.672653198242188
118.1,131.05302,-12.953024291992193
109.6,130.01729,-20.417288208007818
113.0,124.91525,-11.915252685546875
116.8,124.75827,-7.958270263671878
115.6,126.27011,-10.67011108398438
114.0,126.23261,-12.232612609863281
115.9,125.73157,-9.831567382812494
116.6,125.96957,-9.36956634521485
119.6,125.08231,-5.482313537597662
120.3,122.0346,-1.7345993041992216
122.1,121.46727,0.6327301025390568
119.5,121.53923,-2.0392303466796875
115.2,120.187744,-4.987744140624997
114.0,117.359726,-3.3597259521484375
111.4,115.931526,-4.531526184082026
107.7,113.93723,-6.237232971191403
105.0,111.52272,-6.5227203369140625
105.2,110.08371,-4.883709716796872
104.9,109.63643,-4.736428833007807
103.0,108.657364,-5.6573638916015625
101.9,107.70666,-5.806657409667963
104.9,106.30856,-1.4085632324218693
105.0,108.04674,-3.0467376708984375
105.0,108.19504,-3.195037841796875
102.3,108.29006,-5.990061950683597
101.9,107.51173,-5.611726379394526
102.0,106.69808,-4.698081970214844
101.5,106.341194,-4.841194152832031
99.0,107.04349,-8.043487548828125
98.7,105.04174,-6.341740417480466
100.4,104.67409,-4.274087524414057
100.5,105.52267,-5.022666931152344
101.5,106.36721,-4.867210388183594
102.7,107.61274,-4.912739562988278
103.4,108.988655,-5.588655090332026
101.5,110.31617,-8.816169738769531
98.2,109.049286,-10.849285888671872
98.7,106.23084,-7.530842590332028
101.9,105.509834,-3.6098342895507756
103.6,107.01683,-3.416830444335943
106.4,109.64878,-3.2487808227539006
112.0,110.459724,1.5402755737304688
115.1,112.66867,2.4313293457031193
113.9,114.631836,-0.7318359374999943
117.0,115.09768,1.9023208618164062
118.7,117.38101,1.3189880371093778
122.0,119.058,2.9420013427734375
123.8,121.26845,2.5315521240234347
125.1,123.13856,1.961442565917963
123.0,123.202065,-0.20206451416015625
122.0,121.45937,0.5406265258789062
123.5,121.31,2.19000244140625
126.0,121.429085,4.570915222167969
126.4,122.42823,3.9717697143554744
125.9,123.14111,2.7588867187500057
123.7,122.87555,0.8244506835937528
122.7,121.98305,0.7169525146484403
120.1,121.08314,-0.9831375122070369
118.1,120.647644,-2.5476440429687557
120.0,119.511856,0.4881439208984375
120.0,119.6165,0.3834991455078125
118.2,119.92739,-1.727391052246091
116.1,118.64441,-2.5444091796875057
117.0,117.060455,-0.060455322265625
118.8,117.01414,1.785862731933591
114.7,117.97639,-3.2763870239257784
111.1,116.898994,-5.798994445800787
111.0,115.45954,-4.459541320800781
108.8,114.139496,-5.339495849609378
109.0,113.010025,-4.0100250244140625
109.8,111.67686,-1.876856994628909
111.1,111.90452,-0.8045181274414119
112.5,112.63169,-0.13169097900390625
